id,prediction
1277976,0.4769854
9090205,0.5067233
5586773,0.49938577
17179504,0.51394415
2904304,0.50290674
6966085,0.48731464
11991859,0.4814039
11101121,0.49936044
15294340,0.5004902
3701943,0.48754627
15384064,0.48731464
2971885,0.48733902
11135165,0.49647143
17260389,0.49404305
159121,0.47851604
3495418,0.48731464
2933449,0.52037686
13754140,0.47741556
3097527,0.47741556
17290733,0.47323316
12486346,0.47274786
10023652,0.51719546
5518759,0.48731464
1535082,0.49201167
16452104,0.47274786
12033138,0.48453045
7856903,0.49382555
1706873,0.48731464
2117013,0.51719546
3777077,0.49697584
2153801,0.49936044
2156019,0.49936044
7763736,0.49876058
14598336,0.53162503
11213698,0.4872175
12832059,0.49579233
12911434,0.5000243
10361363,0.49936044
17987232,0.46737224
4323792,0.5369406
11615141,0.5067233
7903495,0.5264684
10187404,0.4971607
18607226,0.4798439
7261203,0.46737224
2163049,0.47792822
16054331,0.51719546
16626447,0.47792822
1430418,0.46737224
15232790,0.499999
10345183,0.50431913
14740847,0.517834
5610471,0.50431913
5117730,0.49936044
5252969,0.50431913
4210893,0.5118799
3242127,0.51719546
15266181,0.4943384
7490135,0.51719546
644009,0.49201167
10613068,0.49936044
7001834,0.51719546
9191360,0.47323316
419824,0.5369406
13250964,0.51719546
6000667,0.46737224
4311043,0.51719546
2024915,0.4984464
16348027,0.49190682
4306887,0.4978199
16578764,0.50915164
14467844,0.49938577
956382,0.47741556
4396494,0.48731464
4764986,0.49201167
15045227,0.51187676
2230875,0.49938577
18629083,0.49936044
10533884,0.50431913
993753,0.47323316
16470265,0.49936044
10379101,0.5369406
10260715,0.48665392
1493915,0.51719546
5531274,0.5067233
1478146,0.50290674
13995812,0.51719546
5692174,0.49936044
17994474,0.49647143
3485251,0.47274786
17213079,0.47274786
12012376,0.48731464
9570773,0.49876058
3931139,0.49938577
7350870,0.49215043
1066567,0.49936044
5640995,0.47792822
17336149,0.46737224
17269169,0.49936044
11382235,0.49201167
2341322,0.49382555
11823501,0.46737224
17139673,0.46737224
5370826,0.46737224
4693661,0.49201167
2135553,0.46737224
16971948,0.53162503
5911985,0.4872175
1711327,0.47792822
3858588,0.48731464
12410988,0.51719546
11178914,0.49936044
5539674,0.49201167
17933034,0.47274786
4739877,0.5231208
9832637,0.5067233
647597,0.48731464
1448716,0.49697584
2415557,0.4957137
2737692,0.49419898
7085866,0.47792822
2280081,0.47792822
8996705,0.50431913
3813104,0.47851604
5033418,0.49936044
11214083,0.49936044
16918276,0.5178053
2643496,0.50431913
6048159,0.47274786
8512726,0.49936044
1541024,0.46737224
9583472,0.46737224
17054701,0.46737224
6490631,0.4984464
3096271,0.49938577
2631126,0.48731464
9813185,0.4872175
427811,0.49404305
4950043,0.4851638
5564489,0.49936044
1458450,0.4814039
6216086,0.5178053
2520043,0.50431913
3894654,0.47741556
106364,0.48452127
6484744,0.47792822
4001255,0.4872175
16020203,0.5231208
6321754,0.5118736
1939194,0.49697584
15557095,0.51719546
9591785,0.5067233
17762566,0.47792822
6356335,0.5369406
13319674,0.49419898
16355994,0.49902213
7014327,0.51264864
10803469,0.51719546
9660928,0.51719546
6348828,0.47741556
8020135,0.4872175
13025901,0.47323316
9199567,0.49254036
6281571,0.4872175
12192748,0.47274786
7367352,0.47741556
3106753,0.49938577
12806558,0.5067233
14708412,0.49936044
3445257,0.47792822
939715,0.5067233
13571365,0.47792822
3928315,0.49697584
2216075,0.4872175
11868666,0.49936044
12146611,0.48733902
997431,0.4872175
10855153,0.5118799
17254585,0.48754627
591835,0.47741556
17516026,0.47741556
2695369,0.47741556
16281755,0.48731464
1327400,0.48649734
13438260,0.49938577
17655278,0.47741556
12909520,0.47741556
6991978,0.49936044
4603624,0.48731464
10000146,0.47741556
14643048,0.48452127
16483740,0.46737224
10955377,0.47928137
2600634,0.47851604
2550249,0.51719546
13761120,0.47323316
9153328,0.48621315
8002911,0.5067233
1180174,0.47792822
17606545,0.48731464
1952711,0.51719546
8707951,0.49938577
18303989,0.4872175
10200768,0.49936044
10096547,0.5067233
14892674,0.49419898
4401070,0.5067233
11269431,0.49404305
3766322,0.5067233
11000624,0.47274786
4929365,0.49936044
4923840,0.5011738
14615781,0.5067233
6837395,0.48453045
11524007,0.4872175
9031756,0.49201167
11101318,0.48357594
13649700,0.5112547
488126,0.47274786
857692,0.50290674
193555,0.499999
11600411,0.5369406
1258988,0.49876058
4714274,0.47268802
5889672,0.49382555
18530555,0.50431913
6475116,0.5369406
12943197,0.49018312
15589675,0.5231208
9750761,0.49936044
9107158,0.4919122
18620762,0.47274786
5639418,0.47274786
8001125,0.49201167
13809937,0.48731464
13214962,0.47792822
3512733,0.48665392
2768173,0.5118736
16465743,0.5073618
1173079,0.51719546
7246852,0.46737224
13494646,0.48649734
1973044,0.485169
2423374,0.5112547
10646390,0.47792822
11341870,0.5369406
7704198,0.4872175
16642205,0.47851604
16548158,0.52628624
15866999,0.46737224
15841885,0.49579233
17986413,0.51719546
11455382,0.48664403
6570005,0.49936044
8795151,0.49936044
13946341,0.5264684
10693199,0.49382555
15525091,0.48731464
3891069,0.47792822
1832035,0.5369406
2994546,0.47851604
3539946,0.47268802
9224821,0.5067233
10845222,0.48649734
3918705,0.482916
9670547,0.49936044
6731715,0.49936044
2075617,0.49697584
11167764,0.4872175
3237771,0.51719546
12733434,0.49595362
9632432,0.46737224
13245661,0.46737224
18122467,0.48731464
11576669,0.5067233
2791130,0.4872175
798874,0.49201167
14247747,0.4872175
3210599,0.49936044
2359359,0.49494937
4485797,0.47268802
5632455,0.48357594
4300947,0.49876058
4842962,0.4971607
14015800,0.47792822
9567338,0.50431913
10290582,0.4872175
4117888,0.4872175
15249774,0.5067233
13737919,0.47323316
10443560,0.47792822
7350033,0.5067233
16722681,0.50290674
7661808,0.47323316
4650255,0.4814039
1305387,0.49018312
5888756,0.47807473
7065876,0.47264338
3713519,0.49404305
6443653,0.47792822
1899294,0.47792822
7999017,0.51719546
17418757,0.51719546
16032101,0.51719546
2744344,0.47741556
5268962,0.4723184
2094172,0.51719546
15883188,0.47741556
9776056,0.49404305
11169508,0.49404305
14866790,0.49936044
11275441,0.51719546
8871659,0.48731464
6355510,0.47450137
1956013,0.50431913
11056439,0.49404305
5142964,0.5118799
16725739,0.47792822
16792146,0.51719546
1087482,0.48453045
7172747,0.49938577
17511943,0.48453045
12504388,0.47851604
10021364,0.49579233
9255163,0.49936044
2788216,0.49938577
7395567,0.47274786
17050979,0.46737224
1294903,0.50431913
2374137,0.48453045
7735880,0.49201167
14712510,0.51191443
7756413,0.48731464
10933941,0.49254036
18700208,0.49697584
14493534,0.49936044
11367649,0.5369406
7951005,0.47741556
7675673,0.48453045
17361146,0.5011976
5902161,0.5231208
16758680,0.51719546
14636532,0.4872175
18752975,0.47851604
4662645,0.50281596
8217887,0.47792822
14089259,0.49404305
16526295,0.47741556
6170407,0.46737224
3892793,0.47792822
4543388,0.49936044
9539549,0.51719546
15018895,0.5369406
7901323,0.49201167
7610127,0.5067233
1908512,0.5231208
13547123,0.46737224
1760894,0.51719546
17195257,0.49936044
796958,0.50431913
737291,0.48484212
18554867,0.49936044
12805382,0.46737224
2690309,0.5067233
5176397,0.5067233
16489486,0.4872175
5265043,0.51191443
11526220,0.47741556
15602683,0.47741556
5444110,0.49404305
1596365,0.51719546
15726397,0.4971607
2480142,0.47741556
11328321,0.5067233
11038653,0.5231208
4246506,0.51719546
826926,0.4872175
2012142,0.51719546
3633791,0.5067233
2719394,0.49201167
3849601,0.49404305
10602320,0.49936044
18217622,0.51719546
16306409,0.5231208
18227270,0.49936044
13169134,0.48731464
16522849,0.51719546
17847116,0.5113238
1915674,0.49936044
152896,0.49936044
16444988,0.49404305
13886676,0.51719546
18484213,0.49936044
16639578,0.5011976
17645990,0.49936044
13674916,0.47792822
10935752,0.51264864
1062920,0.49936044
7131819,0.5067233
11513767,0.48733902
10449928,0.47741556
15712446,0.5067233
2595272,0.4957137
8390587,0.51719546
11151367,0.49936044
8833640,0.49201167
16991393,0.49936044
15278409,0.5067233
11969745,0.5067233
2124023,0.49697584
14536660,0.48733902
1241708,0.48733902
6081704,0.46737224
1013010,0.49936044
3007171,0.47741556
7672053,0.49404305
1107397,0.51719546
2726060,0.5087414
13410588,0.46737224
10953255,0.49382555
6706633,0.50431913
8185010,0.47741556
13674539,0.47741556
13776884,0.51719546
13046980,0.49876058
16134937,0.51719546
1988819,0.4851638
6882841,0.48225302
3768704,0.47792822
8138509,0.49404305
1026616,0.5369406
7421554,0.49936044
2096466,0.47792822
11086154,0.5118736
3111069,0.48665392
8102639,0.5231208
17801343,0.5067233
10328669,0.5011976
16283930,0.49190682
4150245,0.49936044
11017426,0.5172692
15647876,0.46737224
3682389,0.4872175
5954338,0.48754627
7371851,0.4872175
16026870,0.5181298
7349209,0.50431913
10616834,0.4872175
8910124,0.46737224
8945798,0.50431913
14887082,0.5067233
9786848,0.50290674
6226704,0.51187676
12454594,0.46737224
1574713,0.47741556
11756430,0.47928137
15976710,0.47851604
7597522,0.47268802
17345890,0.51719546
13049474,0.47323316
8483395,0.5004902
7763508,0.5067233
869803,0.49936044
13279326,0.5067233
675932,0.49936044
333439,0.51719546
1419002,0.47268802
5818013,0.51719546
2644031,0.48731464
6086109,0.49936044
13757764,0.47851604
2010723,0.49936044
14356144,0.49938577
4746689,0.52256113
827049,0.47274786
9434040,0.5067233
14918839,0.47323316
13511390,0.5369406
4126945,0.51719546
4106244,0.49936044
13261251,0.47323316
16482951,0.48731464
4059019,0.49938577
17393801,0.5231208
18044622,0.47323316
15786146,0.5231208
4244918,0.5231208
931851,0.5067233
16666610,0.47792822
17164092,0.49936044
16175393,0.51719546
14850058,0.5102445
6268493,0.49938577
8948317,0.4872175
9232171,0.47741556
14881524,0.47323316
6319775,0.47792822
18435004,0.48731464
17621057,0.5316596
15020513,0.47792822
8161898,0.5369406
2995401,0.49938577
2353585,0.49936044
7049032,0.49876058
2508357,0.4957137
2313680,0.49726838
2612550,0.49936044
18171730,0.50431913
8078372,0.47792822
11045817,0.51719546
1089363,0.48731464
14928385,0.4798439
16426693,0.51719546
3067978,0.46737224
16196674,0.49938577
9581658,0.5067233
15272972,0.47741556
10508449,0.5264684
15806194,0.5231208
16770045,0.5067233
7142324,0.5067233
8749277,0.5369406
10661890,0.46737224
729676,0.49404305
1167543,0.51719546
4215886,0.5369406
1929026,0.5112547
14149842,0.5000243
4099133,0.47851604
5240387,0.49936044
18379187,0.50431913
9953770,0.48731464
13526039,0.49404305
1137841,0.47741556
14985805,0.5067233
10495134,0.49936044
4756306,0.49936044
7124965,0.49201167
5469710,0.4926502
17016996,0.46737224
17536437,0.46737224
720998,0.47274786
4288853,0.5369406
4926088,0.46737224
10943335,0.49579233
9952954,0.46737224
15686875,0.49936044
15104507,0.5118799
14063395,0.5118799
13264107,0.48580235
10977285,0.51719546
15797850,0.48731464
15793493,0.5178398
1636146,0.47792822
307233,0.48731464
12085929,0.51719546
8224877,0.51719546
17744063,0.49254036
1109569,0.47741556
6085484,0.51719546
7132789,0.49936044
18384209,0.48731464
16095315,0.46737224
1826195,0.46737224
7501482,0.49201167
5053220,0.48731464
16645800,0.50290674
13073374,0.51719546
7964114,0.49201167
2223143,0.4872175
11720740,0.49936044
6089897,0.47792822
4808184,0.46737224
12849818,0.49876058
10718026,0.49936044
10866811,0.4769854
7536800,0.5369406
7848875,0.51719546
13686682,0.46737224
18611800,0.47741556
16269325,0.51719546
8302973,0.49201167
14542729,0.49936044
14386139,0.46737224
620625,0.47741556
15188135,0.46737224
2441475,0.5112547
7158197,0.5178053
9392204,0.46737224
9742531,0.51445144
814135,0.47792822
8720449,0.51719546
12236152,0.5011976
1896341,0.49936044
7159786,0.48453045
9212770,0.52420014
15756162,0.47741556
2029148,0.47851604
10760829,0.4872175
10004268,0.51719546
15453168,0.51719546
18592296,0.49579233
10209896,0.50114906
18538037,0.5067233
16485896,0.5067233
9928796,0.47741556
14891545,0.49938577
5620345,0.46737224
17570857,0.51719546
13024484,0.46737224
13195036,0.4946816
2988694,0.5067233
9026017,0.5231208
9788262,0.48452127
5746885,0.49936044
11998959,0.47274786
7000891,0.47741556
11134500,0.5316188
4844266,0.49938577
5135508,0.5231208
5203689,0.5118736
14225059,0.46737224
8418235,0.5067233
5715212,0.46737224
4848497,0.48649734
9451283,0.49936044
1397641,0.49938577
1875378,0.51719546
6163712,0.5067233
13943046,0.51719546
15339266,0.46737224
4363629,0.49579233
14145192,0.5067233
11612092,0.48731464
9705386,0.49936044
875751,0.4872175
9485247,0.51719546
13659858,0.49936044
18589171,0.5067233
3384812,0.4919122
4415758,0.49936044
8058352,0.4814039
5656455,0.5067233
9703126,0.4769854
5410359,0.47323316
16905311,0.46737224
1847579,0.47274786
12824983,0.5351042
8533027,0.5067233
15775175,0.49876058
10096398,0.5067233
5186555,0.48467714
6499331,0.49876058
8895458,0.47741556
13140054,0.5231208
6178737,0.49936044
18300585,0.5369406
3976265,0.5067233
12087783,0.5369406
17222651,0.46737224
18597008,0.48731464
5660865,0.47268802
14733713,0.48731464
39731,0.47274786
6880092,0.46737224
16069067,0.51719546
11530818,0.47851604
16314235,0.4872175
694315,0.5067233
18292801,0.46737224
1171933,0.47856677
8353220,0.47741556
16933518,0.48754627
3935475,0.46737224
323112,0.5118799
4036363,0.5067233
2396727,0.50431913
9291684,0.49382555
13479203,0.49697584
13534556,0.49201167
14487268,0.49404305
1061260,0.51719546
14597421,0.49936044
15059964,0.51719546
5811861,0.4851638
16289253,0.48731464
11120404,0.48731464
12172771,0.47264338
12695870,0.48452127
16956934,0.4872175
9942019,0.49201167
18147028,0.5067233
15885640,0.46737224
7666387,0.51445144
17037528,0.48649734
7535058,0.5231208
16469593,0.47323316
16256095,0.5118799
13842337,0.47741556
2333691,0.47851604
17867285,0.49936044
3309576,0.46737224
3143832,0.50290674
12856978,0.5067233
690038,0.48664403
5370249,0.49404305
14709011,0.47741556
10686222,0.49936044
7399047,0.48664403
10239441,0.5231208
1626139,0.47741556
13101229,0.50290674
10076438,0.51719546
13624023,0.5102445
16087133,0.47741556
13085799,0.49936044
6301026,0.50431913
5958077,0.51719546
16141878,0.49936044
16388072,0.5231208
11164158,0.46737224
15931814,0.47741556
10571648,0.4872175
17548101,0.47792822
13440391,0.4798439
6500209,0.50729144
16511989,0.4872175
10154351,0.49404305
17997217,0.49936044
15803238,0.49936044
6706448,0.5369406
3229868,0.49936044
12576507,0.49404305
18409289,0.48731464
9559312,0.51445144
341928,0.47268802
18131315,0.49936044
4343029,0.50431913
16280898,0.49876058
13492324,0.49936044
1166492,0.5011976
4886919,0.5231208
3762009,0.49936044
9621424,0.47741556
2606048,0.47323316
14273266,0.50912523
3552143,0.4872175
15132019,0.49936044
6089521,0.47274786
8338651,0.48733902
18543618,0.48664403
8235669,0.47741556
11017560,0.51394415
4862287,0.5118799
1643063,0.5264684
4599886,0.47856677
488752,0.47264338
2984638,0.5102445
10301115,0.48731464
12414030,0.50431913
15808969,0.49201167
6984703,0.48731464
9722334,0.50264806
5878621,0.48731464
12561594,0.5112547
360246,0.51719546
8085257,0.5231208
12932960,0.47741556
1449779,0.47323316
873802,0.51719546
12319502,0.49404305
18542026,0.49018312
1206678,0.5067233
14632261,0.49938577
16003739,0.50290674
4232221,0.5067233
9048951,0.5112547
16022749,0.49201167
11683560,0.46737224
10984842,0.5067233
12495198,0.46737224
335327,0.46737224
16842306,0.5067233
9027950,0.49201167
3127987,0.49936044
2513100,0.49936044
2252464,0.47741556
6680248,0.49936044
11481832,0.4900272
2894797,0.48452127
18161039,0.5112547
13478328,0.5231208
9274022,0.46737224
11996136,0.492521
15304583,0.49205357
17805896,0.51719546
10194989,0.48453045
17009216,0.47741556
2059357,0.5035654
14161460,0.5264684
6603936,0.48452127
16374371,0.47792822
11333243,0.51719546
5247913,0.47268802
12595164,0.49936044
8275688,0.47741556
9177230,0.48731464
17825210,0.5369406
2251736,0.50431913
8249445,0.49936044
16266876,0.51719546
3950401,0.48664403
16026338,0.47851604
5946148,0.46737224
5882382,0.48664403
8356827,0.51719546
18675864,0.49205357
6879164,0.51719546
6162314,0.51191443
15234083,0.5067233
6267574,0.51719546
1060483,0.48045835
1264981,0.5185057
11276327,0.51913095
8656295,0.51719546
12206621,0.5118799
6503357,0.5118736
1860676,0.5070598
14096058,0.482916
5589256,0.51719546
18433693,0.48731464
4189710,0.5369406
15360178,0.49579233
6017954,0.5067233
16082921,0.47741556
17539276,0.47323316
2701980,0.49936044
8370048,0.51719546
5501237,0.47741556
13236783,0.50431913
5434549,0.5067233
18566776,0.46737224
14843224,0.49579233
2631295,0.49404305
4138180,0.50431913
4524321,0.46737224
12055914,0.5369406
6230613,0.47741556
6448285,0.5067233
10429312,0.51719546
9527778,0.50431913
14616215,0.5369406
11070379,0.49404305
761027,0.5067233
9306989,0.4872175
1374178,0.4872175
11353161,0.47792822
4733558,0.47792822
2947780,0.5067233
3723092,0.5231208
7054571,0.47741556
4291556,0.49404305
14781341,0.49697584
14049965,0.48731464
9123260,0.49938577
6669706,0.46737224
15997078,0.46737224
9003681,0.48731464
6719867,0.47792822
3569954,0.5067233
17488181,0.47741556
14337932,0.5231208
38050,0.49936044
4334703,0.49278897
8665545,0.51719546
831957,0.49201167
3616021,0.5369406
5692532,0.51719546
2231303,0.5118799
13231703,0.49579233
10231873,0.51719546
3561594,0.49726838
3290795,0.48467714
11207741,0.5118736
9524336,0.51191443
